Product_ID,Product_Name,Category_ID,SubCategory_ID,Brand_ID,Unit_Cost,Unit_Price,Warranty_Years
148,Baseus Slim Laptop Kickstand (2pcs) Silver Luzc000012,2,6,9.0,10,15,1
149,Cooler Master CM100 Gaming Mouse,2,6,21.0,20,30,1
150,Baseus K01a Wireless Tri-Mode Keyboard Gray B00955503833-00,2,6,9.0,30,40,1
151,Baseus Lite Series 4-Port USB-A Hub Adapter Black (USB-A To USB 3.0*4) 25cm Wkqx030001,2,6,9.0,10,15,1
152,COOLER MASTER ERGOSTAND IV,2,6,21.0,30,40,1
153,HP USB Type C® Travel Hub G2 - Black,2,6,12.0,40,50,1
154,COOLER MASTER MM311 WIRELESS MOUSE BLACK,2,6,21.0,40,50,1
155,Baseus F01a Wireless Mouse Frosted Gray B01055502833-00,2,6,9.0,10,15,1
156,Baseus Working Station Multi-Func Type-C Hub Adapt Cahub-Bg0g,2,6,9.0,110,140,1
157,Baseus I-Wok Series Usb Light Pro Black Asymmetric Light Source Screen Hanging Dgiwk-P01,2,6,9.0,20,30,1
158,Baseus K01b Wireless Tri-Mode Keyboard Gray B00955504833-00,2,6,9.0,30,40,1
159,COOLER MASTER MP511 GAMING MOUSE PAD XXL,2,6,21.0,30,40,1
160,Baseus Ingenuity OTG Adaptor Type-C To USB - A 3.1 Blue Zjjq000003,2,6,9.0,15,25,1
161,Samsung WIS09ABGN Wireless Adaptor,2,6,2.0,30,45,1
162,Coolermaster Mousepad Bloody X-Thin B-088S,2,6,21.0,15,25,1
163,Coolermaster Mousepad Bloody Gaming RGB MP-80N,2,6,21.0,20,30,1
164,Coolermaster Mousepad Bloody Gaming RGB MP-50RS,2,6,21.0,10,15,1
165,RICO USB-C Hub 8-in-1,2,6,45,20,30,1
166,Logitech M350S Pebble 2 Bluetooth Mouse Graphite,2,6,22.0,20,30,1
167,Logitech MK120 US INTL Keyboard and Mouse Combo,2,6,22.0,10,15,1
168,Logitech G102 LIGHTSYNC RGB 6 Gaming Mouse Blue,2,6,22.0,20,30,1
169,Logitech G402 Hyperion Fury FPS Gaming Mouse,2,6,22.0,30,40,1
170,Logitech G502 Hero High Performance Gaming Mouse,2,6,22.0,50,70,1
171,Logitech M171 Wireless Mouse - Blue,2,6,22.0,10,15,1
172,Logitech G102 LIGHTSYNC RGB 6 Gaming Mouse Black,2,6,22.0,20,30,1
173,Targus W620 Wireless 4-Key Blue Trace Mouse Black AMW50EU,2,6,10.0,10,15,1
174,HP 230 Wireless Keyboard English - Black,2,6,12.0,20,30,1
175,COOLER MASTER MM711 LITE RGB GAMING MOUSE,2,6,21.0,20,30,1
176,ORICO Type-C Multifunction Docking Station,2,6,23.0,20,30,1
177,COOLER MASTER MM731 HYBRID GAMING MOUSE,2,6,21.0,60,80,1
178,COOLER MASTER NOTEPAL U2 PLUS V2 DUAL FAN,2,6,21.0,20,30,1
179,COOLER MASTER NOTEPAL U3 PLUS,2,6,21.0,20,30,1
180,COOLER MASTER MP511 GAMING MOUSE PAD L,2,6,21.0,20,30,1
181,COOLER MASTER MP511 GAMING MOUSE PAD XL,2,6,21.0,20,30,1
182,Mi Dual Mode Wireless Mouse Silent Edition (Black),2,6,6.0,10,15,1
183,ORICO USB-C Hub 8-in-1,2,6,23.0,20,30,1
184,Logitech M350S Pebble 2 Bluetooth Mouse Graphite,2,6,22.0,20,30,1
185,Logitech MK120 US INTL Keyboard and Mouse Combo,2,6,22.0,10,15,1
186,Logitech G102 LIGHTSYNC RGB 6 Gaming Mouse Blue,2,6,22.0,20,30,1
187,Logitech G402 Hyperion Fury FPS Gaming Mouse,2,6,22.0,30,40,1
188,Logitech G502 Hero High Performance Gaming Mouse,2,6,22.0,50,70,1
189,COOLER MASTER MP511 GAMING MOUSE PAD XL,2,6,21.0,20,30,1
190,BenQ Portable Smart Projector GV30,2,7,24.0,360,470,2
191,BenQ Home Cinema Smart PROJECTOR W4000i 4K,2,7,24.0,1940,2520,2
192,BenQ Portable Smart Projector GV11,2,7,24.0,370,480,2
193,Sony DAV-TZ140 DVD Home Theatre 5.1,3,8,5.0,60,80,2
194,Sony SA-D20 Home Theatre 2.1 channel 60W RMS power,3,8,5.0,80,100,2
195,"Philips TAB5309/10 Soundbar 2.1, 240W",3,9,1.0,120,160,1
196,Samsung HW-S800B Sound Bar,3,9,2.0,390,510,1
197,"Philips TAFB1/98 Soundbar 7.1.2, 620W",3,9,1.0,780,1010,1
198,Baseus Aequr DS10 Mini Soundbar Cluster Black A20054402111-00,3,9,9.0,30,40,1
199,Samsung HW-C400/ZA Sound Bar,3,9,2.0,80,100,1
200,Sony HT-S40R 600W Real 5.1 Ch Dolby Sound Bar,3,9,5.0,340,440,1
201,Sony HT-S400 Sound bar 2.1 channel 330W,3,9,5.0,280,360,1
202,Sony HTS20R Sound Bar,3,9,5.0,250,330,1
203,Sony HT-S500RF 1000W Real 5.1 Ch Dolby Sound Bar,3,9,5.0,420,550,1
204,"Philips TAB7908/10 Soundbar 5.1.2 , 740W",3,9,1.0,310,400,1
205,"Philips TAB4208/98 Soundbar 2.0 HDMI ARC, 60W",3,9,1.0,80,100,1
206,Sonos Beam Gen2 Compact Smart Soundbar - Black (S14),3,9,46,420,550,1
207,Samsung HW-C450/ZA Sound Bar,3,9,2.0,120,160,1
208,Hisense AX3100G 3.1 Channel 280W Sound Bar With Subwoofer,3,9,3.0,190,250,1
209,Hisense AX5100G 5.1 Channel 340W Sound Bar With Subwoofer,3,9,3.0,220,290,1
210,Samsung HW-A450 / XA AV Receiver,3,9,2.0,120,160,1
211,Sonos Arc Premium Smart Soundbar - White (S19),3,9,46,790,1030,1
212,Sonos Arc Premium Smart Soundbar - Black (S19),3,9,46,790,1030,1
213,Hisense HS212 Sound Bar,3,9,3.0,110,140,1
214,Sonos Ray Optical/WiFi Smart Soundbar White (S36),3,9,46,200,260,1
215,Blaupunkt SBW-300W Wireless Soundbar System,3,9,26.0,80,100,1
216,Pioneer SBX-301 Sound Bar,3,9,27.0,170,220,1
217,Samsung HW-T450/XA AV Receiver,3,9,2.0,120,160,1
218,Samsung HW-B450/XA AV Receiver,3,9,2.0,110,140,1
219,Pioneer VREC-H120Sc Car Dashcam,4,10,27.0,90,120,1
220,Canyon CND-DVR10 Car Video Recorder,4,10,29.0,60,80,1
221,Canyon CND-DVR40 Car Video Recorder,4,10,29.0,70,90,1
222,Canon EOS 250D (24 MP) Essential Travel Kit,4,10,30.0,640,830,1
223,Nikon Z30 Kit 16-50 Mirrorless Camera,4,10,31.0,730,950,1
224,Canon EOS 2000D (24 MP) Double IS/DC,4,10,30.0,530,690,1
225,Nikon Z 50 Nikkor Z DX 16-50mm,4,10,31.0,900,1170,1
226,Insta360 ONE RS 1-Inch 360 Edition,4,10,28.0,620,810,1
227,Pioneer VREC-H520Dc Car Dashcam,4,10,27.0,140,180,1
228,Canon EOS R50 BK + RTS 18-45 S EU26 Mirrorless,4,10,30.0,680,880,1
229,Canon EOS R100 + RF-S 18-45 IS STM EU26 Mirrorless,4,10,30.0,530,690,1
230,Canon EOS R100 + RF-S 18-45s + RTS 55-210s EU26,4,10,30.0,730,950,1
231,Insta360 GO 3 Carry Case,4,11,28.0,20,30,1
232,Insta360 GO 3 Lens Guard,4,11,28.0,10,15,1
233,Baseus Heyo Camera Detector Black Fmhy000001,4,11,9.0,10,15,1
234,Insta360 GO 3 Fetch Stick,4,11,28.0,10,15,1
235,Insta360 GO 3 ND Filter Set,4,11,28.0,40,50,1
236,Insta360 Dash Cam Mount,4,11,28.0,30,40,1
237,Insta360 GO 3 Magnet Pendant,4,11,28.0,10,15,1
238,Insta360 X3 Sticky Lens Guards,4,11,28.0,10,15,1
239,Insta360 X3 Horizontal Action Mount,4,11,28.0,10,15,1
240,Saramonic Cam Mic,4,11,32.0,40,50,1
241,Insta360 X3 Lens Cap,4,11,28.0,40,50,1
242,Insta360 GO 3 Dive Case,4,11,28.0,40,50,1
243,Insta360 ONE RS Lens Cap For 360 Lens,4,11,28.0,10,15,1
244,Insta360 ONE RS Dive Case For 4K Boost Lens,4,11,28.0,50,70,1
245,Saramonic Wireless Microphone Blink5 B2,4,11,32.0,110,140,1
246,Insta360 ONE RS/R Sticky Lens Guards for 360 Lens,4,11,28.0,20,30,1
247,Insta360 X3 Battery,4,11,28.0,20,30,1
248,Insta360 X3 Fast Charge Hub,4,11,28.0,30,40,1
249,Google Nest Hub 2nd Generation Chalk,5,12,33.0,90,120,2
250,Xiaomi Outdoor Camera AW300,5,13,6.0,60,80,1
251,EZVIZ CB8 Battery-Powered Pan & Tilt,5,13,25.0,120,160,1
252,Mi Wireless Outdoor Security Camera 1080p Set,5,13,6.0,90,120,1
253,Xiaomi Outdoor Camera AW200,5,13,6.0,40,50,1
254,EZVIZ H6c Pro Pan & Tilt Smart Home Camera,5,13,25.0,30,40,1
255,EZVIZ H3c Wi-Fi Smart Home Camera (5mp),5,13,25.0,40,50,1
256,EZVIZ H9c Dual Dual-Lens Pan & Tilt (4 MP outdoor),5,13,25.0,50,70,1
257,EZVIZ Smart Security Light + Camera 4mp CS-LC3,5,13,25.0,50,70,1
258,Baseus T2 Pro Smart Device Tracker White Fmtp000002,5,14,9.0,10,15,1
259,Xiaomi Smart Sensor Set,5,14,6.0,60,80,1
260,Baseus Intelligent T2 Anti-Loss Device White Zlfdqt2-02,5,14,9.0,10,15,1
261,EZVIZ Wirefree Video Door Bell With Chime,5,14,25.0,50,70,1
262,SAMSUNG GALAXY A17 4G 128GB BLACK,6,15,2.0,140,180,1
263,Samsung Galaxy A17 5G Gray,6,15,2.0,150,200,1
264,Samsung Galaxy A16 Black,6,15,2.0,160,210,1
265,Samsung Galaxy A07 128GB Light Black,6,15,2.0,100,130,1
266,Samsung Galaxy S25 FE Dark Blue,6,15,2.0,530,690,1
267,Samsung Galaxy S25 FE Jetblack,6,15,2.0,530,690,1
268,Samsung Galaxy A17 5G Black,6,15,2.0,150,200,1
269,Huawei Nova 14 Pro Blue,6,15,15.0,450,590,1
270,Samsung Galaxy A05 64GB Green,6,15,2.0,70,90,1
271,Samsung Galaxy S25 Ultra Gray 12GB/512GB,6,15,2.0,1200,1560,1
272,Samsung Galaxy A06 64GB Black,6,15,2.0,80,100,1
273,Samsung Galaxy S25 Plus Mint,6,15,2.0,840,1090,1
274,Samsung Galaxy S25 Ultra Titanium Silverblue 12GB/512GB,6,15,2.0,1200,1560,1
275,SAMSUNG GALAXY Z FLIP 7 BLUE 12GB+256GB,6,15,2.0,830,1080,1
276,Samsung Galaxy Z Fold 5 Black 512GB,6,15,2.0,930,1210,1
277,Huawei Nova Y63 Silver,6,15,15.0,120,160,1
278,Huawei Nova Y73 Blue,6,15,15.0,140,180,1
279,Huawei Nova Y63 Black,6,15,15.0,120,160,1
280,Samsung Galaxy A25 Yellow,6,15,2.0,170,220,1
281,SAMSUNG GALAXY Z FOLD 7 BLACK 12GB+256GB,6,15,2.0,1450,1890,1
282,Samsung Galaxy Z Flip 6 256 GB Silver,6,15,2.0,880,1140,1
283,Samsung Galaxy Z Flip 6 Green,6,15,2.0,880,1140,1
284,Samsung Galaxy A15 Yellow,6,15,2.0,120,160,1
285,Samsung Galaxy Z Flip5 Cream,6,15,2.0,540,700,1
286,SAMSUNG GALAXY Z FOLD 7 BLUE 12GB+512GB,6,15,2.0,1540,2000,1
287,iPhone 15 128GB Black,6,15,34.0,670,870,1
288,iPhone 15 Pro 512GB Blue Titanium,6,15,34.0,1090,1420,1
289,iPhone 13 mini 512GB Blue,6,15,34.0,440,570,1
290,Apple iPhone 16 128GB,6,15,34.0,720,940,1
291,Apple iPhone Air 256GB,6,15,34.0,1080,1400,1
292,Apple iPhone 17 Pro 256GB,6,15,34.0,1170,1520,1
293,Apple iPhone 17 Pro Max 256GB,6,15,34.0,1310,1700,1
294,Apple Iphone 14 128GB,6,15,34.0,510,660,1
295,SAMSUNG TAB S11 ULTRA 5G GRAY SM-X936BZAAAFA,6,16,2.0,1140,1480,1
296,Huawei MatePad 12X With M-Pencil,6,16,15.0,530,690,1
297,Huawei MatePad 11.5 New Premium Set with M-Penci,6,16,15.0,370,480,1
298,Samsung Tab A9 SILVER,6,16,2.0,130,170,1
299,"Huawei Matepad SE 11"" LTE + 128G",6,16,15.0,160,210,1
300,"Samsung Galaxy Tab A7 Lite (8.7"", LTE)",6,16,2.0,110,140,1
301,Samsung Galaxy Tab S6 Lite,6,16,2.0,280,360,1
302,"Samsung Tab X716B, S9 5G, Gray, 128GB",6,16,2.0,620,810,1
303,Huawei MatePad Pro Midnight Grey,6,16,15.0,400,520,1
304,Samsung Tab A9 Dark Blue,6,16,2.0,130,170,1
305,Samsung Tab A9 GRAY,6,16,2.0,130,170,1
306,Huawei Mate Pad Papermatte 11.5 With Cover,6,16,15.0,300,390,1
307,Huawei Matepad 11.5 2025 with Keyboard,6,16,15.0,300,390,1
308,Samsung Galaxy Watch FE 40mm Pink Gold,6,17,2.0,170,220,1
309,Samsung Galaxy Watch FE 40mm Black,6,17,2.0,170,220,1
310,Samsung Galaxy Watch 7 40mm Beige,6,17,2.0,220,290,1
311,Samsung Galaxy Fit 3 Pink Gold,6,17,2.0,40,50,1
312,Samsung Galaxy Watch 6- 44mm Silver,6,17,2.0,220,290,1
313,Huawei Watch Fit 4 Pro Green,6,17,15.0,160,210,1
314,Huawei Watch GT6 46MM Green,6,17,15.0,190,250,1
315,Huawei Watch GT6 46MM Pro Sand,6,17,15.0,230,300,1
316,Huawei Watch GT6 46MM Black,6,17,15.0,190,250,1
317,Samsung Galaxy Watch 7 44mm Green,6,17,2.0,220,290,1
318,Huawei Watch Fit 4 Pro Black,6,17,15.0,160,210,1
319,Samsung Galaxy Fit 3 Silver,6,17,2.0,40,50,1
320,Huawei Band 10 (Colour - PINK),6,17,15.0,40,50,1
321,Huawei Band 10 (Colour - Black),6,17,15.0,40,50,1
322,Huawei Watch GT6 41MM Gold Milanese,6,17,15.0,200,260,1
323,Huawei Band 8 Midnight (Colour - Black),6,17,15.0,30,40,1
324,Huawei Watch GT 5 Pro Ceramic White 42mm,6,17,15.0,260,340,1
325,Huawei Watch GT 4 41mm White Leather,6,17,15.0,90,120,1
326,HUAWEI Watch D2 Black,6,17,15.0,310,400,1
327,Huawei Watch GT 5 Gold 41mm,6,17,15.0,160,210,1
328,Huawei Watch GT 5 Black 46mm,6,17,15.0,140,180,1
329,Huawei Watch GT 5 Blue 41mm,6,17,15.0,140,180,1
330,Huawei Watch Fit 2 Active Edition Pink,6,17,15.0,60,80,1
331,Hifuture Aura Smart Watch Black Ladies Watch,6,17,35.0,80,100,1
